authors;title;publication_year;approach;approach_detail;downscaling _scale;location_name;control_variable;variable_description;variable_extra_description;response variable;response ecosystem;global_limit_ considered;year;boundary_percapita;territorial_boundary;footprint_percapita;territorial_footprint;overshoot;calculation_resolution;data_reference;social-policy involved;Observations
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Namibia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;7.21 kgN/cap;;0.81;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Nepal;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;8.01 kgN/cap;;0.90;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Netherlands;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;53.22 kgN/cap;;5.98;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;New Zealand;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;47.97 kgN/cap;;5.39;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Nicaragua;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;4.27 kgN/cap;;0.48;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Niger;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;1.87 kgN/cap;;0.21;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Nigeria;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;0.71 kgN/cap;;0.08;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Norway;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;107.96 kgN/cap;;12.13;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Oman;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;15.49 kgN/cap;;1.74;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Pakistan;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;13.44 kgN/cap;;1.51;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Panama;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;14.15 kgN/cap;;1.59;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Papua New Guinea;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;2.31 kgN/cap;;0.26;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Paraguay;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;7.21 kgN/cap;;0.81;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Peru;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;6.5 kgN/cap;;0.73;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Philippines;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;3.38 kgN/cap;;0.38;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Poland;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;74.32 kgN/cap;;8.35;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Portugal;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;48.24 kgN/cap;;5.42;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Qatar;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;28.12 kgN/cap;;3.16;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Romania;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;39.78 kgN/cap;;4.47;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Russia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;42.99 kgN/cap;;4.83;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Rwanda;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;4.9 kgN/cap;;0.55;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Saudi Arabia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;26.43 kgN/cap;;2.97;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Senegal;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;1.69 kgN/cap;;0.19;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Serbia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;NA;;;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Sierra Leone;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;2.76 kgN/cap;;0.31;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Singapore;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;60.88 kgN/cap;;6.84;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Slovak Republic;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;80.55 kgN/cap;;9.05;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Slovenia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;45.3 kgN/cap;;5.09;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Somalia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;0.45 kgN/cap;;0.05;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;South Africa;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;12.02 kgN/cap;;1.35;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Spain;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;59.19 kgN/cap;;6.65;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Sri Lanka;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;1.87 kgN/cap;;0.21;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Sudan;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;NA;;;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Swaziland;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;11.57 kgN/cap;;1.30;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Sweden;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;95.05 kgN/cap;;10.68;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Switzerland;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;72.27 kgN/cap;;8.12;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Syrian Arab Republic;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;6.68 kgN/cap;;0.75;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Tajikistan;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;4.72 kgN/cap;;0.53;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Tanzania;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;0.45 kgN/cap;;0.05;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Thailand;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;11.3 kgN/cap;;1.27;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Timor-Leste;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;NA;;;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Togo;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;1.87 kgN/cap;;0.21;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Trinidad and Tobago;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;16.2 kgN/cap;;1.82;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Tunisia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;8.54 kgN/cap;;0.96;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Turkey;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;39.34 kgN/cap;;4.42;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Turkmenistan;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;22.87 kgN/cap;;2.57;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Uganda;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;0.45 kgN/cap;;0.05;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Ukraine;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;29.28 kgN/cap;;3.29;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;United Arab Emirates;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;28.39 kgN/cap;;3.19;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;United Kingdom;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;72.89 kgN/cap;;8.19;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;United States;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;59.01 kgN/cap;;6.63;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Uruguay;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;26.79 kgN/cap;;3.01;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Uzbekistan;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;31.24 kgN/cap;;3.51;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Venezuela;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;10.77 kgN/cap;;1.21;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Vietnam;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;7.83 kgN/cap;;0.88;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;West Bank and Gaza;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;8.01 kgN/cap;;0.90;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Yemen;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;1.6 kgN/cap;;0.18;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Zambia;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;1.69 kgN/cap;;0.19;;;;
"O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.";A good life for all within planetary boundaries;2018;top down;equal share per capita;country;Zimbabwe;nitrogen;Consumption-based allocation of nitrogen from applied fertilizer;;;;62 TgN/yr;;8.9 kgN/yr;;NA;;;;;;
"Lucas P.L.; Wilting H.C.; Hof A.F.; van Vuuren D.P.";Allocating planetary boundaries to large economies: Distributional consequences of alternative perspectives on distributive fairness;2020;top down;;continent;EU;Intentional N fixation;Annual badget;;;;62 TgN/yr;;19 kgN/cap;;30 kgN/cap;;;;;;comsumption based state calculation
"Lucas P.L.; Wilting H.C.; Hof A.F.; van Vuuren D.P.";Allocating planetary boundaries to large economies: Distributional consequences of alternative perspectives on distributive fairness;2020;top down;;country;USA;Intentional N fixation;Annual badget;;;;62 TgN/yr;;19 kgN/cap;; 49 kgN/cap;;;;;;comsumption based state calculation
"Lucas P.L.; Wilting H.C.; Hof A.F.; van Vuuren D.P.";Allocating planetary boundaries to large economies: Distributional consequences of alternative perspectives on distributive fairness;2020;top down;;country;china;Intentional N fixation;Annual badget;;;;62 TgN/yr;;19 kgN/cap;; 19 kgN/cap;;;;;;comsumption based state calculation
